scheme	subset	query	target	pident	bits	query_labels	target_labels
default	all_test	YP_009842750.1	NP_818589.1	85.1	443.0	[]	[]
default	all_test	YP_009842751.1	NP_818590.1	92.1	125.0	[]	[]
default	all_test	YP_009842752.1	NP_818591.1	68.2	153.0	"[""nuclease""]"	"[""nuclease""]"
default	all_test	YP_009842753.1	NP_818592.1	81.3	143.0	[]	[]
default	all_test	YP_009842754.1	NP_818593.1	88.5	239.0	[]	[]
default	all_test	YP_009842755.1	NP_818594.1	87.5	893.0	[]	[]
default	all_test	YP_009842756.1	YP_010051976.1	29.1	46.0	[]	[]
default	all_test	YP_009842757.1	NP_818596.1	87.6	181.0	[]	[]
default	all_test	YP_009842758.1	NP_818597.1	52.0	68.0	[]	[]
default	all_test	YP_009842759.1	NP_818598.1	79.3	160.0	[]	[]
default	all_test	YP_009842760.1	NP_818600.1	71.2	123.0	"[""helicase""]"	"[""helicase""]"
default	all_test	YP_009842761.1	NP_818601.1	82.6	172.0	[]	[]
default	all_test	YP_009842762.1	NP_818602.1	88.4	353.0	[]	[]
default	all_test	YP_009842763.1	YP_002224986.1	46.9	57.0	[]	[]
default	all_test	YP_009842764.1	YP_010101003.1	39.2	161.0	[]	[]
default	all_test	YP_009842765.1	NP_818603.1	90.1	1211.0	"[""helicase""]"	[]
default	all_test	YP_009842766.1	NP_818604.1	79.4	180.0	[]	[]
default	all_test	YP_009842767.1	NP_818605.1	63.9	150.0	[]	[]
default	all_test	YP_009842768.1	NP_818606.1	90.8	253.0	[]	[]
default	all_test	YP_009842769.1	NP_818607.1	44.5	64.0	[]	[]
default	all_test	YP_009842770.1	NP_818608.1	84.1	263.0	[]	[]
default	all_test	YP_009842772.1	NP_818609.1	68.1	143.0	[]	[]
default	all_test	YP_009842773.1	NP_818610.1	76.0	677.0	"[""nuclease""]"	"[""nuclease""]"
default	all_test	YP_009842775.1	NP_818611.1	92.0	156.0	[]	[]
default	all_test	YP_009842776.1	NP_818612.1	71.3	173.0	[]	[]
default	all_test	YP_009842777.1	NP_818613.1	87.3	585.0	[]	[]
default	all_test	YP_009842778.1	NP_818614.1	86.1	415.0	[]	[]
default	all_test	YP_009842780.1	NP_818615.1	85.3	188.0	[]	[]
default	all_test	YP_009842781.1	NP_818616.1	81.1	187.0	[]	[]
default	all_test	YP_009842782.1	NP_818617.1	67.7	177.0	[]	[]
default	all_test	YP_009842783.1	NP_818618.1	87.9	2036.0	"[""polymerase""]"	"[""polymerase""]"
default	all_test	YP_009842784.1	NP_818619.1	44.9	213.0	[]	[]
default	all_test	YP_009842785.1	NP_818620.1	75.5	148.0	[]	[]
default	all_test	YP_009842786.1	NP_818621.1	58.1	92.0	[]	[]
default	all_test	YP_009842789.1	NP_818626.1	79.5	398.0	[]	[]
default	all_test	YP_009842790.1	NP_818627.1	44.0	76.0	[]	[]
default	all_test	YP_009842792.1	NP_818628.1	85.5	143.0	[]	[]
default	all_test	YP_009842793.1	NP_818629.1	80.0	111.0	[]	[]
default	all_test	YP_009842795.1	NP_818632.1	81.7	419.0	[]	[]
default	all_test	YP_009842796.1	NP_818633.1	67.3	132.0	[]	[]
default	all_test	YP_009842797.1	NP_818634.1	82.0	143.0	[]	[]
default	all_test	YP_009842798.1	NP_818635.1	67.6	94.0	[]	[]
default	all_test	YP_009842799.1	NP_818637.1	83.3	280.0	[]	[]
default	all_test	YP_009842800.1	NP_818638.1	72.2	126.0	[]	[]
default	all_test	YP_009842801.1	NP_818639.1	70.8	113.0	[]	[]
default	all_test	YP_009842802.1	YP_010100880.1	50.0	86.0	[]	[]
default	all_test	YP_009842803.1	NP_818641.1	78.2	207.0	[]	[]
default	all_test	YP_009842804.1	NP_818644.1	63.6	66.0	[]	[]
default	all_test	YP_009842806.1	NP_818645.1	72.6	121.0	[]	[]
default	all_test	YP_009842807.1	NP_818646.1	69.3	1307.0	[]	[]
default	all_test	YP_010060135.1	YP_010060045.1	99.0	209.0	"[""nuclease""]"	"[""nuclease""]"
default	all_test	YP_010060136.1	YP_010060046.1	100.0	280.0	"[""portal_terminase_packaging""]"	"[""portal_terminase_packaging""]"
default	all_test	YP_010060137.1	YP_009635681.1	92.4	211.0	"[""tail_assembly""]"	[]
default	all_test	YP_010060138.1	YP_009198432.1	80.9	608.0	"[""tail_fiber_receptor"", ""tail_assembly""]"	"[""tail_fiber_receptor"", ""tail_assembly""]"
default	all_test	YP_010060139.1	YP_009635598.1	93.8	401.0	"[""tail_assembly""]"	"[""tail_assembly""]"
default	all_test	YP_010060140.1	YP_010060051.1	98.8	159.0	"[""lysis""]"	[]
default	all_test	YP_010060141.1	NP_817599.1	98.8	1071.0	"[""lysis""]"	"[""lysis""]"
default	all_test	YP_010060142.1	YP_009219073.1	90.0	616.0	"[""lysis""]"	"[""lysis""]"
default	all_test	YP_010060143.1	YP_009219074.1	99.2	1199.0	"[""portal_terminase_packaging""]"	"[""portal_terminase_packaging""]"
default	all_test	YP_010060144.1	YP_009198439.1	97.3	962.0	"[""portal_terminase_packaging""]"	"[""portal_terminase_packaging""]"
default	all_test	YP_010060145.1	YP_009198440.1	100.0	561.0	"[""protease""]"	"[""protease""]"
default	all_test	YP_010060146.1	YP_009635691.1	78.4	241.0	[]	[]
default	all_test	YP_010060147.1	YP_010060058.1	90.6	592.0	"[""capsid_head""]"	"[""capsid_head""]"
default	all_test	YP_010060148.1	YP_009635608.1	86.8	103.0	"[""tail_assembly""]"	"[""tail_assembly""]"
default	all_test	YP_010060149.1	YP_009635609.1	96.7	244.0	"[""tail_assembly""]"	"[""tail_assembly""]"
default	all_test	YP_010060150.1	YP_010060061.1	97.7	102.0	[]	[]
default	all_test	YP_010060151.1	YP_009219082.1	93.4	240.0	[]	[]
default	all_test	YP_010060152.1	NP_817610.1	100.0	246.0	"[""tail_assembly""]"	"[""tail_assembly""]"
default	all_test	YP_010060153.1	NP_817611.1	98.5	271.0	"[""tail_assembly""]"	"[""tail_assembly""]"
default	all_test	YP_010060154.1	YP_010060065.1	93.9	382.0	"[""tail_assembly""]"	"[""tail_assembly""]"
default	all_test	YP_010060156.1	NP_817613.1	98.4	253.0	"[""tail_assembly""]"	"[""tail_assembly""]"
default	all_test	YP_010060155.1	YP_009635615.1	96.9	504.0	"[""tail_assembly""]"	"[""tail_assembly""]"
default	all_test	YP_010060157.1	YP_009635702.1	97.0	1827.0	"[""tail_assembly""]"	"[""tail_assembly""]"
default	all_test	YP_010060158.1	YP_010060069.1	98.0	946.0	"[""tail_assembly""]"	"[""tail_assembly""]"
default	all_test	YP_010060159.1	YP_010060070.1	100.0	1271.0	"[""tail_assembly""]"	"[""tail_assembly""]"
default	all_test	YP_010060160.1	YP_010060071.1	100.0	322.0	"[""tail_assembly""]"	"[""tail_assembly""]"
default	all_test	YP_010060161.1	YP_009195129.1	97.1	201.0	"[""tail_assembly""]"	"[""tail_assembly""]"
default	all_test	YP_010060162.1	YP_010060306.1	95.8	194.0	"[""tail_assembly""]"	"[""tail_assembly""]"
default	all_test	YP_010060163.1	YP_009635623.1	96.5	1152.0	"[""tail_assembly""]"	"[""tail_assembly""]"
default	all_test	YP_010060164.1	YP_009219095.1	94.6	188.0	[]	[]
default	all_test	YP_010060165.1	YP_010060075.1	84.0	166.0	[]	[]
default	all_test	YP_010060166.1	YP_009195134.1	93.7	679.0	"[""integrase_recombinase""]"	"[""integrase_recombinase""]"
default	all_test	YP_010060167.1	YP_009195135.1	87.4	292.0	[]	[]
default	all_test	YP_010060168.1	YP_009635713.1	100.0	119.0	[]	[]
default	all_test	YP_010060169.1	YP_009635714.1	100.0	83.0	[]	[]
default	all_test	YP_010060170.1	YP_009635715.1	100.0	95.0	[]	[]
default	all_test	YP_010060171.1	YP_009635716.1	100.0	269.0	[]	[]
default	all_test	YP_010060172.1	YP_010060083.1	100.0	118.0	[]	[]
default	all_test	YP_010060173.1	YP_009198468.1	98.7	176.0	[]	[]
default	all_test	YP_010060174.1	YP_009198469.1	100.0	252.0	[]	[]
default	all_test	YP_010060175.1	YP_009198470.1	100.0	128.0	[]	[]
default	all_test	YP_010060176.1	YP_009635721.1	98.4	121.0	[]	[]
default	all_test	YP_010060177.1	NP_817632.1	98.3	121.0	[]	[]
default	all_test	YP_010060178.1	YP_009198473.1	98.8	1229.0	"[""polymerase""]"	"[""polymerase""]"
default	all_test	YP_010060179.1	YP_009198474.1	88.7	117.0	[]	[]
default	all_test	YP_010060180.1	YP_009635725.1	100.0	159.0	[]	[]
default	all_test	YP_010060181.1	YP_009195149.1	90.3	123.0	[]	[]
default	all_test	YP_010060182.1	YP_009219114.1	98.2	477.0	[]	[]
default	all_test	YP_010060183.1	YP_009219115.1	99.4	378.0	[]	[]
default	all_test	YP_010060184.1	YP_009219116.1	99.2	1398.0	[]	[]
default	all_test	YP_010060185.1	YP_009219117.1	100.0	151.0	[]	[]
default	all_test	YP_010060186.1	YP_009219118.1	94.5	77.0	[]	[]
default	all_test	YP_010060187.1	YP_009195155.1	97.5	465.0	[]	[]
default	all_test	YP_010060188.1	YP_009617279.1	100.0	539.0	[]	[]
default	all_test	YP_010060189.1	NP_817644.1	100.0	206.0	[]	[]
default	all_test	YP_010060190.1	YP_009635650.1	100.0	114.0	[]	[]
default	all_test	YP_010060191.1	YP_009219123.1	96.6	68.0	[]	[]
default	all_test	YP_010060192.1	YP_009195159.1	99.5	454.0	[]	[]
default	all_test	YP_010060193.1	NP_817647.1	100.0	291.0	[]	[]
default	all_test	YP_010060194.1	YP_009635652.1	99.3	342.0	"[""nuclease""]"	"[""nuclease""]"
default	all_test	YP_010060195.1	YP_009195162.1	100.0	79.0	[]	[]
default	all_test	YP_010060196.1	NP_817650.1	99.2	533.0	[]	[]
default	all_test	YP_010060197.1	YP_010060108.1	100.0	303.0	[]	[]
default	all_test	YP_010060198.1	NP_817652.1	98.6	160.0	[]	[]
default	all_test	YP_010060199.1	YP_009617284.1	99.2	541.0	"[""helicase""]"	"[""helicase""]"
default	all_test	YP_010060200.1	YP_009219134.1	95.0	203.0	[]	[]
default	all_test	YP_010060201.1	YP_010060113.1	93.7	127.0	[]	[]
default	all_test	YP_010060202.1	YP_009198499.1	94.3	156.0	[]	[]
default	all_test	YP_010060203.1	YP_009635746.1	98.6	156.0	[]	[]
default	all_test	YP_010060204.1	YP_009635747.1	93.4	88.0	[]	[]
default	all_test	YP_010060205.1	YP_010060117.1	98.5	452.0	"[""nuclease""]"	"[""nuclease""]"
default	all_test	YP_010060206.1	YP_010060118.1	73.9	226.0	[]	[]
default	all_test	YP_010060207.1	YP_009617287.1	92.5	161.0	[]	[]
default	all_test	YP_010060208.1	NP_817669.1	97.4	156.0	[]	[]
default	all_test	YP_010060209.1	YP_009032571.1	90.5	275.0	[]	[]
default	all_test	YP_010060210.1	YP_009614591.1	86.9	120.0	[]	[]
default	all_test	YP_010060211.1	YP_009635673.1	98.0	111.0	[]	[]
default	all_test	YP_010060212.1	YP_009219153.1	86.4	203.0	[]	[]
default	all_test	YP_010060213.1	YP_009195187.1	99.5	494.0	[]	[]
default	all_test	YP_010060214.1	YP_009635762.1	100.0	79.0	[]	[]
default	all_test	YP_010060215.1	YP_009635763.1	100.0	117.0	[]	[]
default	all_test	YP_010054352.1	YP_010685925.1	93.6	473.0	"[""tail_assembly""]"	"[""tail_assembly""]"
default	all_test	YP_010054353.1	YP_010054537.1	100.0	218.0	[]	[]
default	all_test	YP_010054354.1	YP_010054540.1	99.5	457.0	[]	[]
default	all_test	YP_010054355.1	YP_010054541.1	97.2	1880.0	"[""tail_assembly""]"	"[""tail_assembly""]"
default	all_test	YP_010054356.1	YP_010685917.1	100.0	335.0	[]	[]
default	all_test	YP_010054357.1	YP_010054427.1	100.0	324.0	"[""tail_assembly""]"	"[""tail_assembly""]"
default	all_test	YP_010054358.1	YP_010054545.1	99.0	1638.0	"[""tail_assembly""]"	"[""tail_assembly""]"
default	all_test	YP_010054359.1	YP_010685913.1	95.9	1559.0	"[""tail_fiber_receptor"", ""tail_assembly""]"	"[""tail_fiber_receptor"", ""tail_assembly""]"
default	all_test	YP_010054360.1	YP_010053158.1	96.6	315.0	"[""nuclease""]"	"[""nuclease""]"
default	all_test	YP_010054361.1	YP_010053159.1	95.0	1179.0	"[""portal_terminase_packaging""]"	"[""helicase""]"
default	all_test	YP_010054362.1	YP_010053161.1	96.5	336.0	[]	[]
default	all_test	YP_010054363.1	YP_010053162.1	97.4	299.0	[]	[]
default	all_test	YP_010054364.1	YP_010053163.1	99.6	548.0	[]	[]
default	all_test	YP_010054365.1	YP_010053164.1	95.0	150.0	[]	[]
default	all_test	YP_010054366.1	YP_010053165.1	88.5	258.0	[]	[]
default	all_test	YP_010054367.1	YP_010053166.1	94.7	1522.0	[]	[]
default	all_test	YP_010054368.1	YP_010054186.1	97.9	92.0	[]	[]
default	all_test	YP_010054369.1	YP_010685579.1	85.2	106.0	[]	[]
default	all_test	YP_010054370.1	YP_010685899.1	98.9	173.0	[]	[]
default	all_test	YP_010054371.1	YP_010054491.1	76.9	193.0	[]	[]
default	all_test	YP_010054372.1	YP_010685503.1	98.0	111.0	[]	[]
default	all_test	YP_010054373.1	YP_010685891.1	95.3	133.0	[]	[]
default	all_test	YP_010054374.1	YP_009322271.1	100.0	260.0	[]	[]
default	all_test	YP_010054375.1	YP_010685972.1	100.0	366.0	"[""nuclease""]"	"[""nuclease""]"
default	all_test	YP_010054376.1	YP_010685971.1	99.5	1002.0	"[""portal_terminase_packaging""]"	"[""portal_terminase_packaging""]"
default	all_test	YP_010054377.1	YP_010685970.1	100.0	203.0	[]	[]
default	all_test	YP_010054378.1	YP_010685042.1	98.7	162.0	[]	[]
default	all_test	YP_010054379.1	YP_008126199.1	91.6	115.0	[]	[]
default	all_test	YP_010054380.1	YP_010054479.1	98.4	139.0	[]	[]
default	all_test	YP_010054381.1	YP_010685677.1	98.4	918.0	"[""portal_terminase_packaging""]"	"[""portal_terminase_packaging""]"
default	all_test	YP_010054382.1	YP_010053592.1	77.2	158.0	[]	[]
default	all_test	YP_010054383.1	YP_010053690.1	90.0	452.0	[]	"[""nuclease""]"
default	all_test	YP_010054384.1	YP_010685679.1	95.5	612.0	[]	[]
default	all_test	YP_010054385.1	YP_008126195.1	89.0	114.0	[]	[]
default	all_test	YP_010054386.1	YP_010685824.1	56.1	295.0	[]	[]
default	all_test	YP_010054387.1	YP_010685961.1	100.0	183.0	[]	[]
default	all_test	YP_010054388.1	YP_010054471.1	99.3	297.0	"[""lysis""]"	"[""lysis""]"
default	all_test	YP_010054389.1	YP_010685521.1	88.8	150.0	"[""lysis""]"	"[""lysis""]"
default	all_test	YP_010054390.1	YP_010054469.1	95.7	293.0	"[""lysis""]"	"[""lysis""]"
default	all_test	YP_010054391.1	YP_010054467.1	97.2	148.0	[]	[]
default	all_test	YP_010054392.1	YP_010054466.1	97.4	321.0	[]	[]
default	all_test	YP_010054393.1	YP_010054465.1	100.0	135.0	"[""lysis""]"	[]
default	all_test	YP_010054394.1	YP_010054463.1	100.0	145.0	[]	[]
default	all_test	YP_010054395.1	YP_010685951.1	98.4	129.0	[]	[]
default	all_test	YP_010054396.1	YP_010054461.1	100.0	149.0	[]	[]
default	all_test	YP_010054397.1	YP_010054460.1	98.7	177.0	[]	[]
default	all_test	YP_010054398.1	YP_010685838.1	100.0	325.0	[]	[]
default	all_test	YP_010054399.1	YP_010684949.1	67.3	127.0	[]	[]
default	all_test	YP_010054400.1	YP_010685394.1	97.3	222.0	[]	[]
default	all_test	YP_010054401.1	YP_010685841.1	96.1	897.0	[]	"[""capsid_head""]"
default	all_test	YP_010054402.1	YP_010685944.1	96.8	312.0	[]	[]
default	all_test	YP_010054403.1	YP_010054303.1	98.5	718.0	[]	[]
default	all_test	YP_010054404.1	YP_009322757.1	96.9	121.0	[]	[]
default	all_test	YP_010054405.1	YP_010054451.1	97.1	359.0	[]	[]
default	all_test	YP_010054406.1	YP_010054450.1	100.0	118.0	[]	[]
default	all_test	YP_010054407.1	YP_010054449.1	100.0	325.0	"[""nuclease""]"	"[""nuclease""]"
default	all_test	YP_010054408.1	YP_010054448.1	99.6	702.0	[]	[]
default	all_test	YP_010054409.1	YP_010685936.1	100.0	537.0	[]	[]
default	all_test	YP_010054410.1	YP_010685547.1	94.8	202.0	[]	[]
default	all_test	YP_010054411.1	YP_010685933.1	100.0	189.0	"[""membrane_matrix""]"	"[""membrane_matrix""]"
default	all_test	YP_010054412.1	YP_010684963.1	100.0	264.0	[]	[]
default	all_test	YP_010054413.1	YP_010054441.1	100.0	247.0	[]	[]
default	all_test	YP_010054414.1	YP_010054440.1	98.5	265.0	[]	[]
default	all_test	YP_010054415.1	YP_010685928.1	100.0	267.0	[]	[]
default	all_test	YP_009819773.1	YP_009788150.1	100.0	870.0	"[""portal_terminase_packaging""]"	"[""portal_terminase_packaging""]"
default	all_test	YP_009819774.1	YP_009788151.1	98.6	147.0	[]	[]
default	all_test	YP_009819775.1	YP_009788097.1	97.9	996.0	"[""portal_terminase_packaging""]"	"[""portal_terminase_packaging""]"
default	all_test	YP_009819776.1	YP_009788153.1	99.3	1286.0	[]	[]
default	all_test	YP_009819777.1	YP_009788154.1	100.0	119.0	[]	[]
default	all_test	YP_009819778.1	YP_009788155.1	94.6	409.0	[]	[]
default	all_test	YP_009819779.1	YP_009788156.1	73.6	422.0	"[""capsid_head""]"	"[""capsid_head""]"
default	all_test	YP_009819780.1	YP_009788157.1	86.8	128.0	[]	[]
default	all_test	YP_009819781.1	YP_009788103.1	95.4	251.0	[]	[]
default	all_test	YP_009819782.1	YP_009788104.1	99.0	216.0	"[""tail_assembly""]"	"[""tail_assembly""]"
default	all_test	YP_009819783.1	YP_009788105.1	98.2	221.0	[]	[]
default	all_test	YP_009819784.1	YP_009788106.1	97.8	275.0	"[""tail_assembly""]"	"[""tail_assembly""]"
default	all_test	YP_009819785.1	YP_009788107.1	100.0	330.0	"[""tail_assembly""]"	"[""tail_assembly""]"
default	all_test	YP_009819787.1	YP_009788164.1	100.0	294.0	"[""tail_assembly""]"	"[""tail_assembly""]"
default	all_test	YP_009819788.1	YP_009788110.1	98.8	1513.0	"[""tail_assembly""]"	"[""tail_assembly""]"
default	all_test	YP_009819789.1	YP_009788111.1	100.0	606.0	"[""tail_assembly""]"	"[""tail_assembly""]"
default	all_test	YP_009819790.1	YP_009788112.1	99.4	704.0	[]	[]
default	all_test	YP_009819791.1	YP_009788113.1	99.2	772.0	"[""tail_assembly""]"	"[""tail_assembly""]"
default	all_test	YP_009819792.1	YP_009788114.1	99.1	476.0	[]	[]
default	all_test	YP_009819793.1	YP_009788115.1	99.6	638.0	"[""lysis""]"	"[""lysis""]"
default	all_test	YP_009819794.1	YP_009788171.1	100.0	141.0	[]	[]
default	all_test	YP_009819795.1	YP_009788172.1	100.0	169.0	[]	[]
default	all_test	YP_009819796.1	YP_009788173.1	97.9	814.0	"[""methyltransferase""]"	"[""methyltransferase""]"
default	all_test	YP_009819797.1	YP_009788174.1	100.0	80.0	[]	[]
default	all_test	YP_009819798.1	YP_009788175.1	90.6	148.0	[]	[]
default	all_test	YP_009819799.1	YP_009788176.1	92.6	152.0	[]	[]
default	all_test	YP_009819800.1	YP_009788122.1	98.1	529.0	[]	[]
default	all_test	YP_009819801.1	YP_009788126.1	95.9	231.0	[]	[]
default	all_test	YP_009819802.1	YP_009788181.1	95.7	134.0	[]	[]
default	all_test	YP_009819803.1	YP_009788128.1	70.4	75.0	[]	[]
default	all_test	YP_009819804.1	YP_009812945.1	50.0	98.0	[]	[]
default	all_test	YP_009819805.1	YP_009788184.1	99.1	231.0	[]	[]
default	all_test	YP_009819806.1	YP_009788185.1	94.7	598.0	[]	[]
default	all_test	YP_009819807.1	YP_009788186.1	100.0	473.0	[]	[]
default	all_test	YP_009819808.1	YP_009788187.1	99.1	240.0	[]	[]
default	all_test	YP_009819809.1	YP_009788134.1	97.9	201.0	"[""transcription_regulator""]"	"[""transcription_regulator""]"
default	all_test	YP_009819810.1	YP_009788135.1	91.8	145.0	[]	[]
default	all_test	YP_009819811.1	YP_009788136.1	100.0	580.0	[]	[]
default	all_test	YP_009819812.1	YP_009788190.1	98.2	435.0	[]	[]
default	all_test	YP_009819813.1	YP_009788191.1	90.3	108.0	[]	[]
default	all_test	YP_009819814.1	YP_009788139.1	58.2	178.0	"[""nuclease""]"	"[""nuclease""]"
default	all_test	YP_009819815.1	YP_009788193.1	98.0	302.0	[]	[]
default	all_test	YP_009819816.1	YP_009788194.1	100.0	242.0	[]	[]
default	all_test	YP_009819817.1	YP_009788195.1	97.9	91.0	[]	[]
default	all_test	YP_009819818.1	YP_009788196.1	99.7	660.0	[]	[]
default	all_test	YP_009819819.1	YP_009788197.1	99.2	576.0	[]	[]
default	all_test	YP_009819820.1	YP_009788256.1	51.1	366.0	[]	[]
default	all_test	YP_009819821.1	YP_009788145.1	96.6	1008.0	[]	[]
default	all_test	YP_009819822.1	YP_009788200.1	88.3	177.0	[]	[]
default	all_test	YP_009819823.1	YP_009788201.1	96.3	161.0	[]	[]
default	all_test	YP_009819824.1	YP_009788202.1	100.0	241.0	[]	[]
default	all_test	YP_009819825.1	YP_009788149.1	100.0	332.0	[]	[]
default	all_test	YP_009819786.1	YP_009788108.1	99.5	439.0	"[""tail_assembly""]"	"[""tail_assembly""]"
default	all_test	YP_009908782.1	YP_009908804.1	95.2	1557.0	"[""polymerase""]"	"[""polymerase""]"
default	all_test	YP_009908777.1	YP_009908799.1	84.0	1173.0	[]	[]
default	all_test	YP_009908774.1	YP_009908796.1	97.9	1181.0	"[""tail_assembly""]"	"[""tail_assembly""]"
default	all_test	YP_009908771.1	YP_009908793.1	92.8	903.0	[]	[]
default	all_test	YP_009908773.1	YP_009908795.1	75.1	689.0	[]	[]
default	all_test	YP_009908783.1	YP_009908805.1	96.3	818.0	"[""portal_terminase_packaging""]"	"[""portal_terminase_packaging""]"
default	all_test	YP_009908768.1	YP_009908790.1	94.8	745.0	"[""capsid_head""]"	"[""capsid_head""]"
default	all_test	YP_009908769.1	YP_009908791.1	93.8	657.0	[]	[]
default	all_test	YP_009908776.1	YP_009908798.1	92.7	585.0	"[""lysis""]"	"[""lysis""]"
default	all_test	YP_009908772.1	YP_009908794.1	96.5	535.0	"[""capsid_head""]"	"[""capsid_head""]"
default	all_test	YP_009908770.1	YP_009908792.1	97.6	418.0	[]	[]
default	all_test	YP_009908778.1	YP_009908800.1	85.3	331.0	"[""nuclease""]"	"[""nuclease""]"
default	all_test	YP_009908784.1	YP_009908806.1	98.0	310.0	[]	[]
default	all_test	YP_009908785.1	YP_009908807.1	86.4	237.0	[]	[]
default	all_test	YP_009908766.1	YP_009908788.1	78.0	141.0	[]	[]
default	all_test	YP_009908786.1	YP_009908808.1	92.6	197.0	[]	[]
default	all_test	YP_009908779.1	YP_009908801.1	96.0	145.0	[]	[]
default	all_test	YP_009908775.1	YP_009908797.1	89.0	133.0	[]	[]
default	all_test	YP_009908781.1	YP_009908803.1	85.4	115.0	[]	[]
default	all_test	YP_009908767.1	YP_009908789.1	87.0	96.0	[]	[]
default	all_test	YP_009908780.1	YP_009908802.1	81.2	84.0	[]	[]
default	all_test	YP_010058100.1	YP_003347684.1	100.0	182.0	[]	[]
default	all_test	YP_010058101.1	YP_656015.1	100.0	151.0	[]	[]
default	all_test	YP_010058102.1	YP_009204568.1	99.0	1286.0	[]	[]
default	all_test	YP_010058103.1	YP_008061500.1	98.7	177.0	[]	[]
default	all_test	YP_010058104.1	YP_002224259.1	100.0	127.0	[]	[]
default	all_test	YP_010058105.1	YP_010057880.1	100.0	255.0	[]	[]
default	all_test	YP_010058106.1	YP_009964623.1	93.9	130.0	[]	[]
default	all_test	YP_010058107.1	YP_010057885.1	100.0	82.0	[]	[]
default	all_test	YP_010058108.1	YP_009017784.1	100.0	124.0	[]	[]
default	all_test	YP_010058109.1	YP_010057887.1	95.5	424.0	[]	[]
default	all_test	YP_010058110.1	YP_010056965.1	95.5	400.0	[]	[]
default	all_test	YP_010058111.1	YP_010056966.1	100.0	148.0	[]	[]
default	all_test	YP_010058112.1	YP_010056967.1	100.0	228.0	[]	[]
default	all_test	YP_010058113.1	YP_009014612.1	100.0	176.0	[]	[]
default	all_test	YP_010058114.1	YP_009014613.1	72.2	126.0	[]	[]
default	all_test	YP_010058115.1	YP_010056970.1	98.0	415.0	[]	[]
default	all_test	YP_010058116.1	YP_008061515.1	100.0	237.0	[]	[]
default	all_test	YP_010058117.1	YP_009017795.1	100.0	120.0	[]	[]
default	all_test	YP_010058118.1	YP_010057893.1	100.0	191.0	[]	[]
default	all_test	YP_010058119.1	YP_009204585.1	98.6	146.0	[]	[]
default	all_test	YP_010058120.1	YP_003347702.1	100.0	103.0	[]	[]
default	all_test	YP_010058121.1	YP_010057432.1	100.0	107.0	[]	[]
default	all_test	YP_010058122.1	YP_009204588.1	100.0	216.0	[]	[]
default	all_test	YP_010058123.1	YP_009014620.1	100.0	258.0	[]	[]
default	all_test	YP_010058124.1	YP_009016490.1	100.0	76.0	[]	[]
default	all_test	YP_010058125.1	YP_009204592.1	100.0	147.0	[]	[]
default	all_test	YP_010058126.1	YP_009014623.1	100.0	612.0	[]	[]
default	all_test	YP_010058127.1	YP_009204594.1	98.3	248.0	[]	[]
default	all_test	YP_010058128.1	YP_002224287.1	100.0	97.0	"[""protease""]"	"[""protease""]"
default	all_test	YP_010058129.1	YP_002224728.1	99.1	250.0	[]	[]
default	all_test	YP_010058130.1	YP_009221163.1	100.0	209.0	[]	[]
default	all_test	YP_010058131.1	YP_009221164.1	100.0	126.0	[]	[]
default	all_test	YP_010058132.1	YP_003347713.1	100.0	142.0	[]	[]
default	all_test	YP_010058133.1	YP_009221167.1	100.0	173.0	[]	[]
default	all_test	YP_010058134.1	YP_009017814.1	100.0	221.0	[]	[]
default	all_test	YP_010058135.1	YP_009017815.1	100.0	163.0	[]	[]
default	all_test	YP_010058136.1	YP_010057912.1	100.0	100.0	[]	[]
default	all_test	YP_010058137.1	YP_008061537.1	100.0	203.0	[]	[]
default	all_test	YP_010058138.1	YP_008061538.1	100.0	299.0	[]	[]
default	all_test	YP_010058139.1	YP_008061539.1	100.0	194.0	[]	[]
default	all_test	YP_010058140.1	YP_003347721.1	100.0	173.0	[]	[]
default	all_test	YP_010058141.1	YP_009014643.1	100.0	258.0	[]	[]
default	all_test	YP_010058142.1	YP_003347723.1	100.0	182.0	[]	[]
default	all_test	YP_010058143.1	YP_009221181.1	98.7	164.0	[]	[]
default	all_test	YP_010058144.1	YP_003347725.1	100.0	148.0	[]	[]
default	all_test	YP_010058145.1	YP_003347726.1	100.0	128.0	[]	[]
default	all_test	YP_010058146.1	YP_003347727.1	100.0	321.0	[]	[]
default	all_test	YP_010058147.1	YP_009014649.1	100.0	203.0	[]	[]
default	all_test	YP_010058148.1	YP_656066.1	99.1	258.0	[]	[]
default	all_test	YP_010058149.1	YP_656067.1	100.0	195.0	[]	[]
default	all_test	YP_010058150.1	YP_009016521.1	100.0	112.0	"[""nuclease""]"	"[""nuclease""]"
default	all_test	YP_010058151.1	NP_818134.1	100.0	177.0	[]	[]
default	all_test	YP_010058152.1	NP_818135.1	98.1	221.0	[]	[]
default	all_test	YP_010058153.1	YP_656071.1	97.7	269.0	[]	[]
default	all_test	YP_010058154.1	YP_009204621.1	99.1	464.0	[]	[]
default	all_test	YP_010058155.1	YP_002224758.1	99.0	209.0	[]	[]
default	all_test	YP_010058156.1	YP_009017399.1	100.0	142.0	[]	[]
default	all_test	YP_010058157.1	YP_010057238.1	100.0	213.0	[]	[]
default	all_test	YP_010058158.1	YP_010057239.1	100.0	231.0	[]	[]
default	all_test	YP_010058159.1	YP_009221197.1	100.0	183.0	[]	[]
